,id,release_date,movie,production_budget,domestic_gross_x,worldwide_gross,year_x,movie_and_year,profit,profit_margin,budget_tier,title,studio,domestic_gross_y,foreign_gross,year_y
307,91,2017-01-06,Underworld Blood Wars,35000000.0,30353973.0,81209222.0,2017,Underworld Blood Wars - 2017,46209222.0,56.9014464884296,middle budget,,,,,
308,3,2016-09-16,Bridget Jonesâs Baby,35000000.0,24139805.0,205822688.0,2016,Bridget Jonesâs Baby - 2016,170822688.0,82.9950719524176,middle budget,,,,,
309,8,2015-08-21,Hitman Agent 47,35000000.0,22467450.0,82182803.0,2015,Hitman Agent 47 - 2015,47182803.0,57.412014773942424,middle budget,,,,,
310,33,2015-09-30,The Walk,35000000.0,10161183.0,61492104.0,2015,The Walk - 2015,26492104.0,43.08212319422344,middle budget,The Walk,TriS,10100000.0,51000000,2015
311,40,2017-10-20,The Snowman,35000000.0,6670765.0,43226146.0,2017,The Snowman - 2017,8226146.0,19.030486779922505,middle budget,The Snowman,Uni.,6700000.0,36400000,2017
312,59,2017-06-28,Baby Driver,34000000.0,107825862.0,228104185.0,2017,Baby Driver - 2017,194104185.0,85.094530378739,middle budget,Baby Driver,TriS,107800000.0,119100000,2017
313,60,2014-09-19,The Maze Runner,34000000.0,102427862.0,348319861.0,2014,The Maze Runner - 2014,314319861.0,90.23885692237343,middle budget,The Maze Runner,Fox,102400000.0,245900000,2014
314,61,2015-04-10,The Longest Ride,34000000.0,37446117.0,63802928.0,2015,The Longest Ride - 2015,29802928.0,46.71090956828815,middle budget,The Longest Ride,Fox,37400000.0,25500000,2015
315,64,2018-08-03,The Darkest Minds,34000000.0,12695691.0,38361428.0,2018,The Darkest Minds - 2018,4361428.0,11.369305647328874,middle budget,The Darkest Minds,Fox,12700000.0,28400000,2018
316,68,2014-09-05,Thunder and the House of Magic,34000000.0,4091.0,62582520.0,2014,Thunder and the House of Magic - 2014,28582520.0,45.67173070052149,middle budget,,,,,
317,73,2016-07-08,Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75898100.0,2016,Mike and Dave Need Wedding Dates - 2016,42898100.0,56.52065071457651,middle budget,Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000,2016
318,99,2018-04-20,I Feel Pretty,32000000.0,48795601.0,91553797.0,2018,I Feel Pretty - 2018,59553797.0,65.0478723454801,middle budget,I Feel Pretty,STX,48800000.0,45700000,2018
319,21,2016-04-15,Criminal,31500000.0,14708696.0,38771262.0,2016,Criminal - 2016,7271262.0,18.75425669662236,middle budget,,,,,
320,27,2014-03-07,The Grand Budapest Hotel,31000000.0,59076019.0,163981261.0,2014,The Grand Budapest Hotel - 2014,132981261.0,81.09540089461808,middle budget,The Grand Budapest Hotel,FoxS,59300000.0,115500000,2014
321,28,2015-07-29,Vacation,31000000.0,58884188.0,102306500.0,2015,Vacation - 2015,71306500.0,69.69889498712203,middle budget,Vacation,WB (NL),58900000.0,46000000,2015
322,30,2019-02-13,Isnât it Romantic,31000000.0,48791187.0,48791187.0,2019,Isnât it Romantic - 2019,17791187.0,36.463935587383844,middle budget,,,,,
323,38,2018-08-15,Crazy Rich Asians,30000000.0,174532921.0,238099711.0,2018,Crazy Rich Asians - 2018,208099711.0,87.40023670167328,middle budget,Crazy Rich Asians,WB,174500000.0,64000000,2018
324,57,2015-12-18,Sisters,30000000.0,87044645.0,106030660.0,2015,Sisters - 2015,76030660.0,71.70629702767106,middle budget,Sisters,Uni.,87000000.0,18000000,2015
325,65,2017-08-18,The Hitmanâs Bodyguard,30000000.0,75468583.0,172778667.0,2017,The Hitmanâs Bodyguard - 2017,142778667.0,82.63674531069279,middle budget,,,,,
326,72,2014-01-17,The Nut Job,30000000.0,64251538.0,122529966.0,2014,The Nut Job - 2014,92529966.0,75.51619332041601,middle budget,The Nut Job,ORF,64300000.0,56600000,2014
327,84,2017-11-22,Darkest Hour,30000000.0,56443120.0,150807172.0,2017,Darkest Hour - 2017,120807172.0,80.10704689827351,middle budget,Darkest Hour,Focus,56500000.0,94400000,2017
328,88,2018-05-11,Life of the Party,30000000.0,53059911.0,65759911.0,2018,Life of the Party - 2018,35759911.0,54.379500300722725,middle budget,Life of the Party,WB (NL),53100000.0,12800000,2018
329,92,2015-07-24,Southpaw,30000000.0,52421953.0,94156456.0,2015,Southpaw - 2015,64156456.0,68.13813807945363,middle budget,Southpaw,Wein.,52400000.0,39500000,2015
330,94,2017-07-28,Atomic Blonde,30000000.0,51573925.0,98345423.0,2017,Atomic Blonde - 2017,68345423.0,69.49527585030572,middle budget,Atomic Blonde,Focus,51700000.0,48300000,2017
331,100,2015-09-18,Sicario,30000000.0,46889293.0,84393749.0,2015,Sicario - 2015,54393749.0,64.45234350236059,middle budget,Sicario,LGF,46900000.0,38000000,2015
332,3,2018-01-19,Den of Thieves,30000000.0,44947622.0,80131391.0,2018,Den of Thieves - 2018,50131391.0,62.5614885432352,middle budget,Den of Thieves,STX,44900000.0,35600000,2018
333,6,2014-10-24,John Wick,30000000.0,43037835.0,76235001.0,2014,John Wick - 2014,46235001.0,60.64799684333971,middle budget,John Wick,LG/S,43000000.0,45700000,2014
334,8,2015-04-24,The Age of Adaline,30000000.0,42629776.0,68984536.0,2015,The Age of Adaline - 2015,38984536.0,56.511992774728526,middle budget,The Age of Adaline,LGF,42600000.0,23000000,2015
335,23,2018-02-09,The 1517 to Paris,30000000.0,36276286.0,56096200.0,2018,The 1517 to Paris - 2018,26096200.0,46.52044166984573,middle budget,,,,,
336,28,2018-03-02,Death Wish,30000000.0,34017028.0,48575965.0,2018,Death Wish - 2018,18575965.0,38.2410622207917,middle budget,,,,,
337,30,2015-06-03,Entourage,30000000.0,32363404.0,46438538.0,2015,Entourage - 2015,16438538.0,35.39848304440592,middle budget,Entourage,WB,32400000.0,16900000,2015
338,34,2014-07-02,Deliver Us from Evil,30000000.0,30577122.0,87956618.0,2014,Deliver Us from Evil - 2014,57956618.0,65.89227657661871,middle budget,,,,,
339,35,2014-08-01,Get on Up,30000000.0,30569935.0,33339868.0,2014,Get on Up - 2014,3339868.0,10.017640141826597,middle budget,,,,,
340,36,2017-12-25,Mollyâs Game,30000000.0,28780744.0,53296424.0,2017,Mollyâs Game - 2017,23296424.0,43.71104522885062,middle budget,,,,,
341,47,2017-08-25,Ballerina,30000000.0,21858070.0,96892829.0,2017,Ballerina - 2017,66892829.0,69.03795635897885,middle budget,,,,,
342,55,2017-04-28,Baahubali 2 The Conclusion,30000000.0,18985794.0,263502914.0,2017,Baahubali 2 The Conclusion - 2017,233502914.0,88.61492666453017,middle budget,,,,,
343,59,2017-09-15,mother,30000000.0,17800004.0,42531076.0,2017,mother - 2017,12531076.0,29.46334111086209,middle budget,,,,,
344,60,2015-10-09,Steve Jobs,30000000.0,17766658.0,35579007.0,2015,Steve Jobs - 2015,5579007.0,15.680614695064424,middle budget,Steve Jobs,Uni.,17800000.0,16700000,2015
345,14,2015-05-15,Pitch Perfect 2,29000000.0,184296230.0,287625468.0,2015,Pitch Perfect 2 - 2015,258625468.0,89.91744361107827,low budget,Pitch Perfect 2,Uni.,184300000.0,103200000,2015
346,16,2018-09-28,Night School,29000000.0,77339130.0,103008792.0,2018,Night School - 2018,74008792.0,71.84706330698451,low budget,,,,,
347,17,2016-04-08,The Boss,29000000.0,63077560.0,78652207.0,2016,The Boss - 2016,49652207.0,63.12881595299672,low budget,The Boss,Uni.,63300000.0,15600000,2016
348,21,2017-08-18,Logan Lucky,29000000.0,27778642.0,44264271.0,2017,Logan Lucky - 2017,15264271.0,34.48440617038514,low budget,Logan Lucky,BST,27800000.0,20700000,2017
349,22,2016-08-12,Florence Foster Jenkins,29000000.0,27383770.0,56000339.0,2016,Florence Foster Jenkins - 2016,27000339.0,48.21459920090841,low budget,Florence Foster Jenkins,Par.,27400000.0,21500000,2016
350,35,2015-08-14,Straight Outta Compton,28000000.0,161197785.0,202182981.0,2015,Straight Outta Compton - 2015,174182981.0,86.15115878620861,low budget,Straight Outta Compton,Uni.,161200000.0,40400000,2015
351,36,2017-07-21,Girls Trip,28000000.0,115108515.0,140886353.0,2017,Girls Trip - 2017,112886353.0,80.12582524582776,low budget,Girls Trip,Uni.,115200000.0,25400000,2017
352,40,2017-11-01,A Bad Moms Christmas,28000000.0,72110659.0,127710550.0,2017,A Bad Moms Christmas - 2017,99710550.0,78.07542133363296,low budget,A Bad Moms Christmas,STX,72100000.0,58400000,2017
353,42,2015-12-11,The Big Short,28000000.0,70259870.0,133162752.0,2015,The Big Short - 2015,105162752.0,78.97309902396731,low budget,The Big Short,Par.,70300000.0,63200000,2015
354,44,2014-10-10,Alexander and the Terrible Horrible No Good Very Bad Day,28000000.0,66954149.0,101379287.0,2014,Alexander and the Terrible Horrible No Good Very Bad Day - 2014,73379287.0,72.38094602105458,low budget,,,,,
355,50,2018-06-15,Tag,28000000.0,54730625.0,77026186.0,2018,Tag - 2018,49026186.0,63.64872590212373,low budget,Tag,WB (NL),54700000.0,23400000,2018
356,64,2014-02-21,3 Days to Kill,28000000.0,30697999.0,38959900.0,2014,3 Days to Kill - 2014,10959900.0,28.131232369692942,low budget,3 Days to Kill,Rela.,30700000.0,21900000,2014
357,67,2014-09-19,A Walk Among the Tombstones,28000000.0,26017685.0,62108587.0,2014,A Walk Among the Tombstones - 2014,34108587.0,54.91766702082595,low budget,A Walk Among the Tombstones,Uni.,26300000.0,26900000,2014
358,69,2014-04-25,Brick Mansions,28000000.0,20396829.0,73421224.0,2014,Brick Mansions - 2014,45421224.0,61.86388829475248,low budget,Brick Mansions,Rela.,20400000.0,48500000,2014
359,72,2015-08-21,American Ultra,28000000.0,14439985.0,30295028.0,2015,American Ultra - 2015,2295028.0,7.575592932279185,low budget,American Ultra,LGF,14400000.0,12700000,2015
360,98,2016-05-13,Money Monster,27000000.0,41012075.0,93466095.0,2016,Money Monster - 2016,66466095.0,71.11251946494609,low budget,Money Monster,TriS,41000000.0,52300000,2016
361,42,2014-10-17,The Best of Me,26000000.0,26766213.0,41059418.0,2014,The Best of Me - 2014,15059418.0,36.67713458578492,low budget,The Best of Me,Rela.,26800000.0,9200000,2014
362,48,2015-07-10,SelfLess,26000000.0,12279691.0,33667319.0,2015,SelfLess - 2015,7667319.0,22.773773581436647,low budget,,,,,
363,54,2015-06-30,Viy,26000000.0,0.0,34246770.0,2015,Viy - 2015,8246770.0,24.0804315268272,low budget,,,,,
364,64,2016-12-25,Hidden Figures,25000000.0,169607287.0,231771716.0,2016,Hidden Figures - 2016,206771716.0,89.21352422484546,low budget,Hidden Figures,Fox,169600000.0,66300000,2016
365,67,2014-01-17,Ride Along,25000000.0,134202565.0,153733800.0,2014,Ride Along - 2014,128733800.0,83.73812395192208,low budget,Ride Along,Uni.,134900000.0,19500000,2014
366,86,2017-01-27,A Dogâs Purpose,25000000.0,64321890.0,203671625.0,2017,A Dogâs Purpose - 2017,178671625.0,87.72533974725248,low budget,,,,,
367,2,2014-08-15,The Giver,25000000.0,45090374.0,66540205.0,2014,The Giver - 2014,41540205.0,62.42873011888076,low budget,The Giver,Wein.,45100000.0,21900000,2014
368,6,2015-11-20,The Night Before,25000000.0,43035725.0,52427346.0,2015,The Night Before - 2015,27427346.0,52.31496173771604,low budget,The Night Before,Sony,43000000.0,9300000,2015
369,17,2014-05-16,Million Dollar Arm,25000000.0,36447959.0,39217912.0,2014,Million Dollar Arm - 2014,14217912.0,36.25361798965738,low budget,Million Dollar Arm,BV,36500000.0,2800000,2014
370,21,2018-09-07,Peppermint,25000000.0,35418723.0,51800758.0,2018,Peppermint - 2018,26800758.0,51.73815796286224,low budget,Peppermint,STX,35400000.0,18400000,2018
371,25,2014-12-10,The Gambler,25000000.0,33680992.0,38718031.0,2014,The Gambler - 2014,13718031.0,35.430600796822546,low budget,The Gambler,Par.,33700000.0,5600000,2014
372,27,2016-04-29,Motherâs Day,25000000.0,32492859.0,52367022.0,2016,Motherâs Day - 2016,27367022.0,52.260031131806585,low budget,,,,,
373,29,2017-02-17,Fist Fight,25000000.0,32187017.0,40286416.0,2017,Fist Fight - 2017,15286416.0,37.94434332406239,low budget,Fist Fight,WB (NL),32200000.0,8900000,2017
374,36,2014-04-11,Draft Day,25000000.0,28842237.0,29847480.0,2014,Draft Day - 2014,4847480.0,16.2408350721736,low budget,Draft Day,LG/S,28800000.0,620000,2014
375,38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,2017,Rings - 2017,57917283.0,69.84947034504255,low budget,Rings,Par.,27800000.0,55300000,2017
376,51,2015-08-05,Shaun the Sheep,25000000.0,19375982.0,101925161.0,2015,Shaun the Sheep - 2015,76925161.0,75.47219964656225,low budget,,,,,
377,60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,2018,Mary Queen of Scots - 2018,21734733.0,46.50659499862768,low budget,Mary Queen of Scots,Focus,16500000.0,29900000,2018
378,78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,2015,The 33 - 2015,3400715.0,11.9740471322641,low budget,The 33,WB,12200000.0,12700000,2015
379,10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,2015,Legend - 2015,17425450.0,41.073105883378965,low budget,Legend,Uni.,1900000.0,41100000,2015
380,36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,2014,Think Like a Man Too - 2014,46027933.0,65.72796172635854,low budget,Think Like a Man Too,SGem,65200000.0,5000000,2014
381,37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,2016,Fences - 2016,40282881.0,62.66502118970057,low budget,Fences,Par.,57700000.0,6700000,2016
382,40,2017-04-07,Going in Style,24000000.0,45018541.0,78672579.0,2017,Going in Style - 2017,54672579.0,69.49381817011489,low budget,,,,,
383,71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,2018,Green Book - 2018,299034439.0,92.85790672841671,low budget,Green Book,Uni.,85100000.0,234700000,2018
384,73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,2015,The Wedding Ringer - 2015,57171596.0,71.31153532231042,low budget,The Wedding Ringer,SGem,64500000.0,15300000,2015
385,78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,2018,The Hate U Give - 2018,12067665.0,34.41251363613745,low budget,The Hate U Give,Fox,29700000.0,5200000,2018
386,80,2014-01-10,Her,23000000.0,25568251.0,48163815.0,2014,Her - 2014,25163815.0,52.246307731229344,low budget,,,,,
387,86,2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,2016,Eddie the Eagle - 2016,22060480.0,48.95749002229892,low budget,Eddie the Eagle,Fox,15800000.0,30400000,2016
388,99,2017-05-05,ChÄi dÃ n zhuÄnjiÄ,23000000.0,0.0,58807172.0,2017,ChÄi dÃ n zhuÄnjiÄ - 2017,35807172.0,60.88912420410219,low budget,,,,,
389,3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,2016,Nocturnal Animals - 2016,9898681.0,30.55272836570106,low budget,Nocturnal Animals,Focus,10700000.0,19600000,2016
390,4,2015-04-24,The Water Diviner,22500000.0,4200117.0,31054727.0,2015,The Water Diviner - 2015,8554727.0,27.54726196755811,low budget,The Water Diviner,WB,4200000.0,34000000,2015
391,11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,2014,Son of God - 2014,48949793.0,68.99215759516028,low budget,Son of God,Fox,59700000.0,8100000,2014
392,13,2014-08-08,The HundredFoot Journey,22000000.0,54235441.0,94270488.0,2014,The HundredFoot Journey - 2014,72270488.0,76.66289793683893,low budget,,,,,
393,22,2016-02-05,Hail Caesar,22000000.0,30080225.0,64160680.0,2016,Hail Caesar - 2016,42160680.0,65.71108660319685,low budget,,,,,
394,27,2017-05-19,Diary of a Wimpy Kid The Long Haul,22000000.0,20738724.0,35609577.0,2017,Diary of a Wimpy Kid The Long Haul - 2017,13609577.0,38.218867356947264,low budget,,,,,
395,34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,2015,The Transporter Refueled - 2015,47698495.0,68.43547339149862,low budget,The Transporter Refueled,EC,16000000.0,56600000,2015
396,60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,2018,Blockers - 2018,73045328.0,77.67034211417712,low budget,Blockers,Uni.,60300000.0,33700000,2018
397,61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,2019,Pet Sematary - 2019,88501146.0,80.82211851919796,low budget,,,,,
398,69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,2017,Kidnap - 2017,13836080.0,39.71767202279935,low budget,,,,,
399,73,2017-09-22,Victoria and Abdul,21000000.0,22245070.0,68271146.0,2017,Victoria and Abdul - 2017,47271146.0,69.240299554954,low budget,Victoria and Abdul,Focus,22200000.0,43200000,2017
400,88,2019-03-22,Us,20000000.0,175006930.0,254210310.0,2019,Us - 2019,234210310.0,92.13249848127718,low budget,,,,,
401,92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,2016,La La Land - 2016,406351163.0,95.30903120815458,low budget,La La Land,LG/S,151100000.0,295000000,2016
402,95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,2017,Wonder - 2017,284604712.0,93.43411338955255,low budget,Wonder,LGF,132400000.0,173500000,2017
403,99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,2016,Bad Moms - 2016,160998716.0,88.9501978566522,low budget,Bad Moms,STX,113300000.0,70700000,2016
404,100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,2019,Glass - 2019,225303505.0,91.84683480164705,low budget,,,,,
405,3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,2014,Tammy - 2014,76407655.0,79.25475938606742,low budget,Tammy,WB (NL),84500000.0,16000000,2014
406,9,2016-10-21,Tyler Perryâs Boo A Madea Halloween,20000000.0,73206343.0,73206343.0,2016,Tyler Perryâs Boo A Madea Halloween - 2016,53206343.0,72.67996299173147,low budget,,,,,
407,20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,2016,Me Before You - 2016,188265198.0,90.39685929667424,low budget,Me Before You,WB (NL),56200000.0,152100000,2016
408,21,2019-02-08,What Men Want,20000000.0,54611903.0,69911903.0,2019,What Men Want - 2019,49911903.0,71.39256815824339,low budget,,,,,
409,22,2016-04-15,Barbershop The Next Cut,20000000.0,54030051.0,54404202.0,2016,Barbershop The Next Cut - 2016,34404202.0,63.238133701510776,low budget,,,,,
410,24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,2018,A Simple Favor - 2018,77628717.0,79.51422428300476,low budget,A Simple Favor,LGF,53500000.0,44100000,2018
411,25,2015-01-09,Selma,20000000.0,52076908.0,66776576.0,2015,Selma - 2015,46776576.0,70.04937779379404,low budget,,,,,
412,31,2017-10-20,Tyler Perryâs Boo 2 A Madea Halloween,20000000.0,47319572.0,47879572.0,2017,Tyler Perryâs Boo 2 A Madea Halloween - 2017,27879572.0,58.22853220158275,low budget,,,,,
413,34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,2015,Spotlight - 2015,72088460.0,78.28175213267764,low budget,Spotlight,ORF,45100000.0,53200000,2015
414,35,2018-03-30,Acrimony,20000000.0,43549096.0,46627836.0,2018,Acrimony - 2018,26627836.0,57.10716662896387,low budget,,,,,
415,36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,2015,Max - 2015,23658157.0,54.189545839051334,low budget,,,,,
416,39,2017-11-17,The Star,20000000.0,40847995.0,62758010.0,2017,The Star - 2017,42758010.0,68.13155802741355,low budget,The Star,Sony,40900000.0,22000000,2017
417,43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,2016,Nerve - 2016,50652284.0,71.69235179997861,low budget,Nerve,LGF,38600000.0,46700000,2016
418,48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,2016,Risen - 2016,26255763.0,56.76214442727926,low budget,Risen,Sony,36900000.0,9200000,2016
419,57,2014-09-19,This is Where I Leave You,20000000.0,34296320.0,41296320.0,2014,This is Where I Leave You - 2014,21296320.0,51.56953452511023,low budget,This is Where I Leave You,WB,34300000.0,7000000,2014
420,81,2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,2018,On the Basis of Sex - 2018,18073377.0,47.4698553795215,low budget,On the Basis of Sex,Focus,24600000.0,13600000,2018
421,82,2014-02-14,Endless Love,20000000.0,23438250.0,34718173.0,2014,Endless Love - 2014,14718173.0,42.393282042807954,low budget,,,,,
422,87,2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,2017,Rough Night - 2017,26844357.0,57.305423148406106,low budget,Rough Night,Sony,22100000.0,25200000,2017
423,94,2015-11-20,Secret in Their Eyes,20000000.0,20180155.0,32608019.0,2015,Secret in Their Eyes - 2015,12608019.0,38.66539393270103,low budget,,,,,
424,7,2017-03-31,The Zookeeperâs Wife,20000000.0,17445186.0,26308749.0,2017,The Zookeeperâs Wife - 2017,6308749.0,23.979661670724063,low budget,,,,,
425,11,2017-09-29,Flatliners,20000000.0,16883115.0,45173738.0,2017,Flatliners - 2017,25173738.0,55.72648869571077,low budget,,,,,
426,27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,2015,Burnt - 2015,16773510.0,45.61302415787886,low budget,Burnt,Wein.,13700000.0,23000000,2015
427,33,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,2016,Triple 9 - 2016,5943792.0,22.910266933993302,low budget,Triple 9,ORF,12600000.0,10500000,2016
428,34,2016-09-02,The Light Between Oceans,20000000.0,12545979.0,22281732.0,2016,The Light Between Oceans - 2016,2281732.0,10.240370901148978,low budget,The Light Between Oceans,BV,12500000.0,13400000,2016
429,95,2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,20000000.0,587470.0,43888531.0,2017,JÃ¬yÃ¬ dÃ shÄ« - 2017,23888531.0,54.43000814950949,low budget,,,,,
430,19,2017-12-01,The Shape of Water,19500000.0,63859435.0,195790794.0,2017,The Shape of Water - 2017,176290794.0,90.04038974375884,low budget,The Shape of Water,FoxS,63900000.0,131400000,2017
431,28,2016-08-12,Sausage Party,19000000.0,97670358.0,141344255.0,2016,Sausage Party - 2016,122344255.0,86.55764254443875,low budget,Sausage Party,Sony,97700000.0,43000000,2016
432,38,2018-11-02,Nobodyâs Fool,19000000.0,31713110.0,32589493.0,2018,Nobodyâs Fool - 2018,13589493.0,41.699000963285926,low budget,,,,,
433,64,2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,2014,Neighbors - 2014,252944428.0,93.35657125969757,low budget,Neighbors,Uni.,150200000.0,120500000,2014
434,77,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,2016,My Big Fat Greek Wedding 2 - 2016,74096558.0,80.45529562570623,low budget,My Big Fat Greek Wedding 2,Uni.,59700000.0,29200000,2016
435,78,2015-09-11,The Perfect Guy,18000000.0,57027435.0,60278166.0,2015,The Perfect Guy - 2015,42278166.0,70.13844117287842,low budget,The Perfect Guy,SGem,57000000.0,3200000,2015
436,85,2018-06-29,Uncle Drew,18000000.0,42469946.0,46527161.0,2018,Uncle Drew - 2018,28527161.0,61.312919995269,low budget,Uncle Drew,LG/S,42500000.0,4200000,2018
437,86,2014-10-17,Birdman or The Unexpected Virtue of Ignorance,18000000.0,42340598.0,103215094.0,2014,Birdman or The Unexpected Virtue of Ignorance - 2014,85215094.0,82.5606902029271,low budget,,,,,
438,95,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,2015,Ricki and the Flash - 2015,23166033.0,56.274630591682225,low budget,Ricki and the Flash,TriS,26800000.0,14500000,2015
439,98,2015-11-13,Love the Coopers,18000000.0,26302731.0,42227490.0,2015,Love the Coopers - 2015,24227490.0,57.37373923953329,low budget,Love the Coopers,LGF,26300000.0,16100000,2015
440,4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,2017,The Circle - 2017,22651864.0,55.72158757591041,low budget,,,,,
441,9,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0,2016,Norm of the North - 2016,12535660.0,41.05252678343943,low budget,Norm of the North,LGF,17100000.0,,2016
442,33,2014-04-11,The Railway Man,18000000.0,4438438.0,23910210.0,2014,The Railway Man - 2014,5910210.0,24.718352536426906,low budget,The Railway Man,Wein.,4400000.0,17900000,2014
443,40,2017-03-17,T2 Trainspotting,18000000.0,2402004.0,42091262.0,2017,T2 Trainspotting - 2017,24091262.0,57.235779720741085,low budget,,,,,
444,66,2018-04-06,A Quiet Place,17000000.0,188024361.0,334522294.0,2018,A Quiet Place - 2018,317522294.0,94.91812644331561,low budget,A Quiet Place,Par.,188000000.0,152900000,2018
445,69,2014-08-13,Letâs Be Cops,17000000.0,82390774.0,136890774.0,2014,Letâs Be Cops - 2014,119890774.0,87.58133984982801,low budget,,,,,
446,80,2015-02-20,McFarland USA,17000000.0,44480275.0,45707924.0,2015,McFarland USA - 2015,28707924.0,62.807324174250404,low budget,,,,,
447,81,2016-11-11,Almost Christmas,17000000.0,42065185.0,42493506.0,2016,Almost Christmas - 2016,25493506.0,59.993887065943674,low budget,Almost Christmas,Uni.,42200000.0,422000,2016
448,49,2018-06-13,Superfly,16000000.0,20537137.0,20723581.0,2018,Superfly - 2018,4723581.0,22.79326627960679,low budget,Superfly,Sony,20500000.0,236000,2018
449,57,2014-10-03,Left Behind,16000000.0,14019924.0,20769209.0,2014,Left Behind - 2014,4769209.0,22.96288221665062,low budget,,,,,
450,83,2018-12-21,Second Act,15700000.0,39282227.0,63288854.0,2018,Second Act - 2018,47588854.0,75.19310430237842,low budget,Second Act,STX,39300000.0,33000000,2018
451,2,2017-08-11,Annabelle Creation,15000000.0,102092201.0,305384865.0,2017,Annabelle Creation - 2017,290384865.0,95.08816522390525,low budget,,,,,
452,6,2014-11-28,The Imitation Game,15000000.0,91125143.0,227740463.0,2014,The Imitation Game - 2014,212740463.0,93.41355514852009,low budget,The Imitation Game,Wein.,91100000.0,142400000,2014
453,21,2018-08-10,BlacKkKlansman,15000000.0,49275340.0,93017335.0,2018,BlacKkKlansman - 2018,78017335.0,83.87397359857708,low budget,BlacKkKlansman,Focus,49300000.0,44000000,2018
454,28,2015-12-04,Krampus,15000000.0,42725475.0,61788393.0,2015,Krampus - 2015,46788393.0,75.72359585399802,low budget,Krampus,Uni.,42700000.0,18800000,2015
455,33,2014-12-03,Wild,15000000.0,37880356.0,52460543.0,2014,Wild - 2014,37460543.0,71.40708208071732,low budget,,,,,
456,35,2014-11-07,The Theory of Everything,15000000.0,35893537.0,123327692.0,2014,The Theory of Everything - 2014,108327692.0,87.8372815085196,low budget,The Theory of Everything,Focus,35900000.0,87800000,2014
457,39,2018-11-23,The Favourite,15000000.0,34366783.0,94113929.0,2018,The Favourite - 2018,79113929.0,84.06187037415046,low budget,The Favourite,FoxS,34400000.0,61600000,2018
458,50,2014-08-22,When the Game Stands Tall,15000000.0,30127963.0,30138912.0,2014,When the Game Stands Tall - 2014,15138912.0,50.23045291084164,low budget,When the Game Stands Tall,TriS,30100000.0,,2014
459,57,2017-09-08,Home Again,15000000.0,27020284.0,37336874.0,2017,Home Again - 2017,22336874.0,59.82523871709239,low budget,Home Again,ORF,27000000.0,,2017
460,61,2014-08-27,The November Man,15000000.0,25018119.0,34820335.0,2014,The November Man - 2014,19820335.0,56.92172404429768,low budget,The November Man,Rela.,25000000.0,7500000,2014
461,70,2016-04-29,Keanu,15000000.0,20591853.0,20688141.0,2016,Keanu - 2016,5688141.0,27.494693699158372,low budget,Keanu,WB (NL),20600000.0,,2016
462,76,2014-07-25,A Most Wanted Man,15000000.0,17237855.0,36068890.0,2014,A Most Wanted Man - 2014,21068890.0,58.41291484157123,low budget,A Most Wanted Man,RAtt.,17200000.0,19000000,2014
463,81,2019-02-01,Miss Bala,15000000.0,14998027.0,15362298.0,2019,Miss Bala - 2019,362298.0,2.3583581050178823,low budget,,,,,
